GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
chug1254	Chugach				Eskimo-Aleut	Eskimo								
chuj1250	Chuj	cac	15.8399	-91.76	Mayan	Mayan	Mayan	False	False	Mayan	Greater Kanjobalan	Chujean	Chujean	Chujean
chuj1251	Chuj, Ixtatán	cnm			Bookkeeping		Mayan	False	False					
chuk1269	Chuksang				Sino-Tibetan	Bodic								
chuk1270	Chukwa	cuw	27.358	86.9824	Sino-Tibetan	Mahakiranti								
chuk1273	Chukchi	ckt	68.6436	170.045	Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	True	True	Chukchi-Kamchatkan	Chukotkan	Northern Chukotkan	Northern Chukotkan	Northern Chukotkan
chuk1274	Chuka	cuh	-0.27405	37.6116	Atlantic-Congo	Bantoid								
chul1246	Chulym Turkic	clw	54.3209	89.5541	Turkic	Turkic	Turkic	False	False	Turkic	Common Turkic	Northern Turkish	Siberian	Siberian
chul1247	Chul'man-Gilyui				Tungusic	Tungusic								
chum1261	Chumburung	ncu	8.15211	-0.2755	Atlantic-Congo	Kwa	Kwa	False	False	Kwa	Potou-Tano	Potou-Tano	Potou-Tano	Potou-Tano
chum1263	Chuma				Quechuan	Quechuan								
chum1264	Chumash	chs			Bookkeeping									
chun1246	Chunmat				Sino-Tibetan	Bodic								
chun1247	Ch'ungch'ongdo		36.63	127.31	Koreanic	Korean								
chuq1241	Chuqu				Sino-Tibetan	Chinese								
chuq1242	Chuquisaca				Quechuan	Quechuan								
chur1254	Churari				Indo-European	Indic								
chur1257	Church Slavic	chu	43.7171	22.8442	Indo-European	Slavic								
chur1258	Churahi	cdj	32.8969	76.1124	Indo-European	Indic								
chur1259	Churi-Wali				Indo-European	Indic								
chur1260	Church Gaelic				Indo-European	Celtic								
chus1237	Chūshin				Japonic	Japanese								
chut1247	Chut	scb	17.6819	105.773	Austroasiatic	Viet-Muong								
chut1248	Chutobikha				Sino-Tibetan	Bodic								
chut1251	Chuty				Austronesian	Malayo-Sumbawan								
chuu1238	Chuukese	chk	7.346993	151.598607	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Micronesian	Micronesian
chuv1255	Chuvash	chv	55.487	47.163	Turkic	Turkic	Turkic	False	False	Turkic	Bulghar (aka Oghur)	Bulghar (aka Oghur)	Bulghar (aka Oghur)	Bulghar (aka Oghur)
chuv1256	Chuvantsy	xcv			Yukaghir	Yukaghir								
chuw1238	Chuwabu	chw	-17.3428	37.1231	Atlantic-Congo	Bantoid								
chuz1238	Quzhou				Sino-Tibetan	Chinese								
chwa1242	Chwaka				Atlantic-Congo	Bantoid								
chxa1238	Chxala				Kartvelian	Kartvelian								
ciac1237	Cia-Cia	cia	-5.68289	122.791	Austronesian	Celebic								
ciba1236	Cibak	ckl	10.8977	12.902	Afro-Asiatic	Biu-Mandara								
cici1237	Cicipu	awc	11.0417	5.54073	Atlantic-Congo	Kainji								
cico1238	Cicolano-Reatino-Aquilano				Indo-European	Romance								
ciec1238	Ciec				Nilotic	Nilotic								
cien1238	Cien				Nilotic	Nilotic								
cigb1235	Ci Gbe	cib	6.84217	2.02134	Atlantic-Congo	Kwa								
cika1238	Cikabanga				Pidgin									
cili1234	Cilicia-Antioch Arabic				Afro-Asiatic	Semitic								
cimb1238	Cimbrian	cim	46.87768	11.42855	Indo-European	Germanic								
cimu1238	Cimulin				Sino-Tibetan	Qiangic								
cina1236	Cinamiguin Manobo	mkx	9.1793	124.721	Austronesian	Greater Central Philippine								
cinc1234	Cincinnati English				Indo-European	Germanic								
cind1241	Yara	cdr	10.3419	5.84212	Atlantic-Congo	Kainji								
cind1242	Cinda				Atlantic-Congo	Kainji								
cine1238	Cineni	cie	11.1319	13.8187	Afro-Asiatic	Biu-Mandara								
cint1239	Cinta Larga	cin	-10.5879	-60.8312	Tupian	Monde								
cire1239	Cirebon Sundanese				Austronesian	Malayo-Sumbawan								
cire1240	Cirebon Javanese		-6.74533	108.538	Austronesian	Javanese								
cisa1237	Cisalpine Gaulish	xcg	45.2	8.93	Indo-European	Celtic								
cish1238	Western-Kambari-Cishingini	asg	9.88458	4.48564	Atlantic-Congo	Kainji								
cist1236	Cistercian Sign Language				Sign Language	Sign Languages								
cita1245	Citak	txt	-5.58276	139.461	Nuclear Trans New Guinea	Asmat-Kamoro								
citl1238	Citlang				Sino-Tibetan	Mahakiranti								
civi1238	Cividale				Indo-European	Slavic								
ciwo1236	Ciwogai	tgd	10.8881	9.88558	Afro-Asiatic	West Chadic								
cizr1234	Cizre Jewish Neo-Aramaic				Afro-Asiatic	Semitic								
cjin1234	Colloquial Jakarta Indonesian		-6.277146	106.848088	Austronesian	Malayo-Sumbawan								
clac1236	Clackamas				Chinookan	Chinookan								
clal1241	Clallam	clm	48.0707	-123.511	Salishan	Central Salish	Central Salish	False	False	Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)
clas1249	Classical-Middle Armenian	xcl	38.592316	41.346422	Indo-European	Armenian								
clas1250	Classical Nahuatl	nci	19.72	-96.97	Uto-Aztecan	Aztecan								
clas1251	Classical Quechua	qwc	-9.99999	-76.5	Quechuan	Quechuan								
clas1252	Classical Syriac	syc	37.1129	42.1432	Afro-Asiatic	Semitic				Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic
clas1253	Classical Mandaic	myz	36.1203	49.5659	Afro-Asiatic	Semitic								
clas1254	Classical Tibetan	xct			Sino-Tibetan	Bodic				Sino-Tibetan	Bodic	Tibetan	Classical Tibetan	Classical Tibetan
clas1256	Classical Armenian				Indo-European	Armenian								
clel1238	C'lela	dri	11.4653	5.26544	Atlantic-Congo	Kainji								
coah1252	Coahuilteco	xcw	28.2589	-97.89		Coahuiltecan	Coahuiltecan	False	False	Coahuiltec	Coahuiltec	Coahuiltec	Coahuiltec	Coahuiltec
coas1290	Coastal Balochi				Indo-European	Iranian								
coas1292	Coastal Makwe				Atlantic-Congo	Bantoid								
coas1294	Coastal Kadazan	kzj	5.77065	116.063	Austronesian		North Borneo	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
coas1295	Coastal Konjo	kjc	-5.41532	120.304	Austronesian	South Sulawesi	South Sulawesi	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
coas1296	Coastal Arapesh				Nuclear Torricelli	Kombio-Arapesh								
coas1298	Coast Kiwai				Kiwaian	Kiwaian								
coas1299	Qawiaraq Inupiatun				Eskimo-Aleut	Eskimo								
coas1300	Coast Tsimshian				Tsimshian	Tsimshianic								
coas1301	Coast Miwok	csi	38.3285	-122.994	Miwok-Costanoan	Miwok	Miwok	False	False	Yokuts-Utian	Utian	Miwok-Costanoan	Miwok	Western Miwok
coas1310	Coastal Tihaamah				Afro-Asiatic	Semitic								
coas1322	Coastal Anem				Anem	Anem								
coat1238	Coatlán Mixe	mco	16.9404	-95.4659	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	False	False	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque
coat1239	Coatlín Mixe				Mixe-Zoque	Mixe-Zoque								
coat1240	Coatepec Nahuatl	naz	18.32	-99.7114	Uto-Aztecan	Aztecan								
coat1241	Coatzospan Mixtec	miz	18.048748	-96.763633	Otomanguean	Mixtecan	Mixtecan	False	False	Otomanguean	Mixtecan	Mixtecan	Mixtecan	Mixtecan
coat1243	Coatlán Zapotec	zps	16.1463	-96.7683	Otomanguean	Zapotecan								
coat1244	Coatecas Altas Zapotec	zca	16.5609	-96.7336	Otomanguean	Zapotecan								
coba1238	Cobari				Yanomamic	Yanomam								
cobe1238	Cobecha				Atlantic-Congo	Kwa								
coca1259	Cocama-Cocamilla	cod	-4.5	-74.0	Tupian	Tupi-Guaraní	Tupi-Guaraní	False	False	Tupian	Tupi-Guaraní	Tupi-Guaraní	Tupi-Guaraní	Tupi-Guaraní
coca1260	Cocama				Tupian	Tupi-Guaraní								
coca1261	Cocamilla				Tupian	Tupi-Guaraní								
coch1270	Cochin				Indo-European	Indic								
coch1272	Cochimi	coj	29.04	-114.077	Cochimi-Yuman	Yuman								
coch1273	Cochiti				Keresan	Keresan								
coch1274	Cochabamba				Quechuan	Quechuan								
coco1260	Cocos Islands Malay	coa	-12.193342	96.833679	Austronesian	Creoles and Pidgins								
coco1261	Cocopa	coc	32.376	-114.848	Cochimi-Yuman	Yuman	Yuman	False	False	Yuman	Yuman	Yuman	Yuman	Yuman
coer1236	Coeruna		5.5	-74.0	Huitotoan	Huitoto								
coeu1236	Coeur d'Alene	crd	47.2958	-116.715	Salishan	Interior Salish	Interior Salish	False	False	Salishan	Interior Salish	Southern Interior Salish	Southern Interior Salish	Southern Interior Salish
cofa1242	Cofán	con	0.276675	-77.0643		Cofán	Cofán	False	False	Cofán	Cofán	Cofán	Cofán	Cofán
cogu1240	Cogui	kog	10.9485	-73.8043	Chibchan	Arhuacic	Arhuacic	False	False	Chibchan	Chibchan	Arhuacan	Arhuacan	Arhuacan
coic1238	Coicoyán		17.27301	-98.27588	Otomanguean	Mixtecan								
cola1237	Colac		-38.471266	143.422444	Pama-Nyungan	Southeastern Pama-Nyungan								
coli1235	Colima				Unclassifiable	Colima								
coll1240	Col	liw	-3.52245	103.451	Austronesian	Malayo-Sumbawan								
colo1249	Colombian Sign Language	csn	5.33532	-75.4464	Sign Language	Sign Languages								
colo1254	Colonia Tovar German	gct	10.4853	-67.2579	Indo-European	Germanic								
colo1255	Colo				Nilotic	Nilotic								
colo1256	Tsafiki	cof	-0.21181	-79.2347	Barbacoan	Barbacoan	Barbacoan	False	False	Barbacoan	Barbacoan	Barbacoan	Barbacoan	Barbacoan
colu1241	Columbia-Wenatchi	col	48.217	-118.454	Salishan	Interior Salish	Interior Salish	False	False	Salishan	Interior Salish	Southern Interior Salish	Southern Interior Salish	Southern Interior Salish
colu1250	Columbia				Salishan	Interior Salish								
colv1241	Colville				Salishan	Interior Salish								
coma1245	Comanche	com	34.0	-101.0	Uto-Aztecan	Numic	Numic	False	True	Uto-Aztecan	Northern Uto-Aztecan	Northern Uto-Aztecan	Northern Uto-Aztecan	Northern Uto-Aztecan
coma1246	Comaltepec Chinantec	cco	17.5909	-96.445	Otomanguean	Chinantecan	Chinantecan	False	False	Otomanguean	Chinantecan	Chinantecan	Chinantecan	Chinantecan
come1251	Comecrudan	xcm	26.1333	-98.4667		Comecrudan	Comecrudan	False	False	Comecrudan	Comecrudan	Comecrudan	Comecrudan	Comecrudan
come1252	Comematsa				Tucanoan	Tucanoan								
come1253	Comecrudo				Comecrudan	Comecrudan								
comm1243	Common Sadri				Indo-European	Indic								
comm1247	Common Chinese				Sino-Tibetan	Chinese								
como1258	Como Karim	cfg	8.86601	10.816	Atlantic-Congo	Platoid								
como1259	Comox	coo	49.7233	-124.967	Salishan	Central Salish	Central Salish	False	False	Salishan	Coast Salish	Central Coast Salish	North Georgia	North Georgia
cona1234	Con	cno	20.6442	100.904	Bookkeeping									
conc1237	Concho				Unclassifiable	Concho								
conc1244	Concepción				Chiquitano	Chiquito								
cond1241	Condul				Austroasiatic	Nicobarese								
cond1242	Condamine-Upper Clarence Bandjalang	gih	-28.289642	152.151281	Pama-Nyungan	Southeastern Pama-Nyungan								
cong1236	Congo Swahili	swc	-7.2692	27.4196	Atlantic-Congo	Bantoid								
coni1241	Conibo				Pano-Tacanan	Panoan								
conn1243	Connacht				Indo-European	Celtic								
cons1240	Constantinople Greek				Indo-European	Greek								
cons1241	Constantinople Armenian				Indo-European	Armenian								
cons1245	Constantine				Afro-Asiatic	Semitic								
cont1247	Continental West Flemish				Indo-European	Germanic								
coon1239	Côông	cnc	22.3311	102.759	Sino-Tibetan	Burmese-Lolo								
coos1249	Hanis	csz	43.4413	-124.16	Coosan	Coosan	Coosan	False	True					
copa1236	Copainalá Zoque	zoc	17.2157	-93.3183	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	False	False	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque
copa1237	Copala Triqui	trc	17.1541	-97.9826	Otomanguean	Mixtecan	Mixtecan	False	False	Otomanguean	Mixtecan	Mixtecan	Mixtecan	Mixtecan
copa1238	Copallen				Unclassifiable	Copallen								
copi1238	Copi				Atlantic-Congo	Bantoid								
copp1244	Inuinnaqtun				Eskimo-Aleut	Eskimo								
copt1239	Coptic	cop	29.472	31.2053	Afro-Asiatic	Egyptian-Coptic	Egyptian-Coptic	False	False	Egyptian	Egyptian	Egyptian	Egyptian	Egyptian
coqu1236	Coquille	coq	44.5177	-119.605	Athabaskan-Eyak-Tlingit	Athapaskan								
cord1234	Cord Huron				Iroquoian	Northern Iroquoian								
cori1240	Cori	cry	9.59	8.06	Atlantic-Congo	Platoid								
corn1250	Cornouaillais				Indo-European	Celtic								
corn1251	Cornish	cor	50.5233	-4.18619	Indo-European	Celtic	Celtic	False	False	Indo-European	Italic-Celtic	Celtic	Celtic	Celtic
coro1246	Coro				Nilotic	Nilotic								
coro1247	Corongo Ancash Quechua	qwa	-8.57647	-77.9864	Quechuan	Quechuan								
coro1248	Koropó	xxr	-21.3907	-42.716	Nuclear-Macro-Je	Maxakalí								
coro1249	Coroado-Puri		-20.264033	-43.612003	Puri-Coroado	Puri-Coroado								
coro1254	Coroma				Chibchan	Talamanca								
cors1241	Corsican	cos	41.7	9.25537	Indo-European	Romance				Indo-European	Italic-Celtic	Italic	Italic	Italic
cosa1234	Cosao		21.616667	101.566667	Sino-Tibetan	Burmese-Lolo								
cost1249	Costa Rican Sign Language	csr	9.8943	-84.118	Sign Language	Sign Languages								
cota1241	Cotabato Manobo	mta	6.39417	124.234	Austronesian	Greater Central Philippine								
cota1242	Cotabambas				Quechuan	Quechuan								
cota1243	Cotahuasi				Quechuan	Quechuan								
coto1237	Cotoxo		-15.0	-41.5	Kamakanan	Kamakanan								
coto1248	Cotoname	xcn	25.9116	-97.3956		Cotoname								
coto1252	Cotobato Chavacano				Indo-European	Creoles and Pidgins								
cotz1238	Cotzocón Mixe				Mixe-Zoque	Mixe-Zoque								
cowi1241	Cowichan				Salishan	Central Salish								
cowl1242	Cowlitz	cow	46.4167	-122.917	Salishan	Tsamosan								
coxi1236	Coxima	kox	6.08332	-72.0833	Bookkeeping									
coya1241	Coyaima	coy	11.3333	-73.0	Bookkeeping									
coyo1236	Coyotepec Popoloca	pbf	18.3814	-97.6258	Otomanguean	Popolocan	Popolocan	False	False	Otomanguean	Popolocan	Popolocan	Popolocan	Popolocan
coyu1235	Coyutla Totonac	toc	20.5447	-97.6852	Totonacan	Totonacan								
coyu1239	Coyultita				Uto-Aztecan	Corachol								
cree1270	Creek	mus	31.0	-87.5	Muskogean	Muskogean	Muskogean	False	False	Muskogean	Muskogean	Muskogean	Muskogean	Muskogean
creo1235	Guyanese Creole English	gyn	9.0	-62.0	Indo-European	Creoles and Pidgins								
creq1239	Creq				Austroasiatic	Bahnaric								
cret1243	Cretan-Cycladian				Indo-European	Greek								
cret1244	Cretan				Indo-European	Greek								
crim1254	Crimea-Nor-Nakhichevan				Indo-European	Armenian								
crim1255	Crimean Gothic		45.3	34.4	Indo-European	Germanic								
crim1257	Crimean Tatar	crh	45.0	34.08	Turkic	Turkic	Turkic	False	False					
crim1258	Crimean Rom				Indo-European	Indic								
cris1238	Crishana				Indo-European	Romance								
croa1242	Croatian Sign Language	csq	45.502	16.796	Sign Language	Sign Languages								
croa1245	Croatian Standard	hrv	45.555	15.982	Indo-European	Slavic	Slavic	False	False					
cros1244	Cross River Mbembe	mfn	6.16926	8.23592	Atlantic-Congo	Cross River								
crow1244	Crow	cro	45.368	-107.874	Siouan	Core Siouan	Core Siouan	False	False	Siouan	Siouan	Siouan	Siouan	Siouan
cruz1243	Cruzeño	crz	34.0465	-119.864	Chumashan	Chumash								
csan1238	Csango				Uralic	Ugric								
cuaa1241	Cua	cua	15.1688	108.431	Austroasiatic	Bahnaric	Bahnaric	False	False	Austroasiatic	Eastern Mon-Khmer	Bahnaric	Bahnaric	Bahnaric
cuat1239	Cuatzoquitengo		17.288353	-98.615523	Otomanguean	Mixtecan								
cuba1235	Cuba Sign Language	csf	22.061	-79.209	Sign Language	Sign Languages								
cuba1236	Cuba	cbq	10.260725	4.684594	Atlantic-Congo	Kainji								
cube1242	Cubeo	cub	1.32382	-70.1939	Tucanoan	Tucanoan	Tucanoan	False	False	Tucánoan	Tucánoan	Tucánoan	Tucánoan	Tucánoan
cuda1238	Cudaxar				Nakh-Daghestanian	Lak-Dargwa								
cuev1238	Cueva		8.268235	-78.184569	Unclassifiable	Cueva								
cuib1242	Cuiba	cui	6.19829	-69.8197	Guahiboan	Guahiban	Guahiban	False	False	Guahiboan	Guahiboan	Guahiboan	Guahiboan	Guahiboan
cuic1235	Cuica				Timote-Cuica	Timote-Cuica								
cuit1236	Cuitlatec	cuy	18.1	-100.5		Cuitlatec								
culi1244	Culina	cul	-8.55268	-70.6648	Arawan	Arauan	Arauan	False	False	Arawan	Arawan	Arawan	Arawan	Arawan
cull1235	Culli		-7.878618	-78.116456		Culli								
cuma1240	Cumanagoto	cuo	10.209	-63.018	Cariban	Cariban								
cume1234	Cumeral	cum	2.83332	-69.5	Bookkeeping									
cune1239	Cuneiform Luwian	xlu			Indo-European	Anatolian								
cung1238	Chung	cug	6.59687	10.4104	Atlantic-Congo	Bantoid								
cunn1236	Cun	cuq	19.2182	108.743	Tai-Kadai	Hlai								
cunu1237	Cunuana				Cariban	Cariban								
cuoi1243	Cuoi Cham				Austroasiatic	Viet-Muong								
cupe1243	Cupeño	cup	33.3148	-116.515	Uto-Aztecan	California Uto-Aztecan	California Uto-Aztecan	False	False	Uto-Aztecan	Northern Uto-Aztecan	Takic	Takic	Takic
cura1242	Curasicana				Cariban	Cariban								
cura1243	Curacirari				Tupian	Tupi-Guaraní								
cure1236	Kueretu		-1.045978	-70.305862	Tucanoan	Tucanoan								
curr1242	Cur				Atlantic-Congo	Northern Atlantic								
curr1243	Curripaco	kpc	0.69618	-67.5028	Arawakan	Inland Northern Arawakan	Inland Northern Arawakan	False	False	Arawakan	North Amazonian	North Amazonian	North Amazonian	North Amazonian
curu1244	Curucicuri				Tupian	Tupi-Guaraní								
cusa1237	Cusabo				Unclassifiable	Cusabo								
cusc1236	Cusco Quechua	quz	-14.0853	-71.7663	Quechuan	Quechuan	Quechuan	False	False	Quechuan	Quechuan	Quechuan	Quechuan	Quechuan
cutc1238	Cutchi-Swahili	ccl	-3.13905	38.6217	Atlantic-Congo	Bantoid								
cuti1242	Kanamarí do Juruá-Japurá-Xeruã-Itaquaí-Jutaí				Katukinan	Katukinan								
cuvo1236	Cuvok	cuv	10.6448	14.0006	Afro-Asiatic	Biu-Mandara								
cuya1239	Cuyanawa				Pano-Tacanan	Panoan								
cuya1240	Cuyamecalco Mixtec	xtu	18.0821	-96.7314	Otomanguean	Mixtecan								
cuyo1237	Cuyonon	cyo	10.3201	119.3	Austronesian	Greater Central Philippine								
cwib1235	Cwi Bwamu	bwy	11.4182	-2.95115	Atlantic-Congo	Gur								
cycl1238	Cycladian				Indo-European	Greek								
cypr1248	Cypriot Arabic	acy	35.1674	33.0943	Afro-Asiatic	Semitic	Semitic	False	False	Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic
cypr1249	Cypriot Greek		34.924591	32.978113	Indo-European	Greek								
cypr1251	Cypriot Turkish				Turkic	Turkic								
czec1253	Czech Sign Language	cse	50.012	14.4774	Sign Language	Sign Languages								
czec1258	Czech	ces	49.873398	15.10437	Indo-European	Slavic	Slavic	False	False	Indo-European	Balto-Slavic	Slavic	West Slavic	West Slavic
czec1259	Czecho-Moravian				Indo-European	Slavic								
daaa1238	Da'a				Austronesian	Celebic								
daai1236	Daai Chin	dao	20.7347	93.7853	Sino-Tibetan	Kuki-Chin								
daak1235	Da'a Kaili	kzf	-1.21051	119.527	Austronesian	Celebic	Celebic	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
daan1235	Daantanai'	lni	-6.43363	155.748	South Bougainville	East Bougainville								
daas1238	Daasanach	dsh	4.58879	35.9888	Afro-Asiatic	Lowland East Cushitic	Lowland East Cushitic	False	False	Cushitic	Eastern Cushitic	Eastern Cushitic	Eastern Cushitic	Eastern Cushitic
daat1234	Daats'iin	dtn	11.5284	35.2226	Gumuz	Gumuz								
daba1243	Dabatna				Nubian	Nubian								
daba1244	Dabai				Atlantic-Congo	Kainji								
daba1260	Dabarre	dbr	1.2179	43.3304	Afro-Asiatic	Lowland East Cushitic								
daba1263	Dabaqi				Sino-Tibetan	Burmese-Lolo								
dabb1234	Dab				Sino-Tibetan	Kuki-Chin								
dabe1239	Dabe	dbe	-2.05082	139.116	Tor-Orya	Tor								
dabi1239	Dabi				Pama-Nyungan	Western Pama-Nyungan								
dabr1234	Dabrimeela				Afro-Asiatic	Lowland East Cushitic								
dabu1241	Dabuso				Berta	Berta								
dabu1242	Dabugus				Austronesian	North Borneo								
dacc1238	Dacca				Sino-Tibetan	Bodo-Garo								
daci1234	Dacian	xdc	46.2	23.3	Indo-European	Dacian								
dada1236	Dadanitic				Afro-Asiatic	Semitic								
dadi1249	Dadiya	dbd	9.62705	11.3587	Atlantic-Congo	Gur								
dadi1250	Dadibi	mps	-6.65765	144.511	Teberan	Teberan	Teberan	False	False	Teberan	Teberan	Teberan	Teberan	Teberan
dadi1251	Dadi Dadi	dda			Pama-Nyungan	Southeastern Pama-Nyungan								
dadj1238	Dadja				Atlantic-Congo	Defoid								
dadu1237	Dadua				Austronesian	Central Malayo-Polynesian								
dafa1241	Dafang				Sino-Tibetan	Burmese-Lolo								
dafa1242	Dafa				Atlantic-Congo	Kru								
daff1239	Daffo-Butura				Afro-Asiatic	West Chadic								
daga1272	Dagaari Dioula	dgd	11.6839	-2.48569	Atlantic-Congo	Gur								
daga1273	Dagara				Saharan	Western Saharan								
daga1275	Daga	dgz	-9.9747	149.263	Dagan	Dagan	Dagan	True	True	Dagan	Dagan	Dagan	Dagan	Dagan
daga1277	Dagang-Baoshan-Liangcun		23.88774	112.04558	Tai-Kadai	Kadai								
dagb1246	Dagbani	dag	9.64745	-0.43227	Atlantic-Congo	Gur	Gur	False	False	Gur	North Gur	North Gur	North Gur	North Gur
dagb1247	Dagbala				Atlantic-Congo	Edoid								
dagb1248	Dagba	dgk	8.84278	18.4847	Central Sudanic	Bongo-Bagirmi								
dage1243	Dagel				Maban	Maban								
dage1244	Dagenava				Nuclear Trans New Guinea	Eastern Highlands								
dagi1241	Dagik	dec	10.583	29.9404	Narrow Talodi	Talodi								
dagi1242	Dagi				Nuclear Trans New Guinea	Mek								
dagl1238	Dagli				Atlantic-Congo	Kru								
dago1244	Dago' Lawng Bit				Sino-Tibetan	Burmese-Lolo								
dago1245	Dagoman	dgn	-15.764	132.379	Yangmanic	Yangmanic								
dagy1234	Dagyab Tibetan				Sino-Tibetan	Bodic								
daha1240	Dahanmu				Atlantic-Congo	Gur								
daha1245	Dahalo	dal	-2.1843	40.37	Afro-Asiatic	East Cushitic	Dahalo	False	False	Cushitic	Southern Cushitic	Southern Cushitic	Southern Cushitic	Southern Cushitic
daha1247	Dahalik	dlk	15.732898	40.081897	Afro-Asiatic	Semitic								
daho1238	Daho-Doo	das	5.72458	-7.3558	Atlantic-Congo	Kru								
dahu1238	Dahuni				Austronesian	Oceanic								
daii1239	Dai (Lau)				Austronesian	Oceanic								
daii1240	Dai	dij	-7.55894	129.687	Austronesian	Central Malayo-Polynesian								
dair1239	Dair	drb	12.474	30.6782	Nubian	Nubian								
daiz1235	Dai Zhuang	zhd	23.4	104.4	Tai-Kadai	Kam-Tai								
daja1240	Daja				Atlantic-Congo	Edoid								
daja1241	Daja (Indonesia)				Austronesian	Malayo-Sumbawan								
daji1238	Dajishan				Sino-Tibetan	Qiangic								
daka1243	Dakaka	bpa	-16.2696	168.013	Austronesian	Oceanic								
dakh1243	Dakhini				Indo-European	Indic								
dakh1244	Dakhini (Urdu)				Indo-European	Indic								
dakk1238	Dakka	dkk	-3.33671	119.235	Austronesian	South Sulawesi								
dakl1237	Daklan				Austronesian	Northern Luzon								
dako1258	Dakota	dak	47.6857	-102.12	Siouan	Core Siouan	Core Siouan	False	False					
dako1259	Santee-Sisseton				Siouan	Core Siouan								
dakp1242	Dakpakha	dka	27.3762	91.8245	Sino-Tibetan	Bodic								
dakp1243	Dakpa				Atlantic-Congo	Ubangi								
daks1239	Dak Sut Sedang				Austroasiatic	Bahnaric								
daks1242	Dakshi				Afro-Asiatic	West Chadic								
daku1239	Dakunza				Gumuz	Gumuz								
dala1239	Dalat				Austronesian	North Borneo								
dald1238	Daldi				Indo-European	Indic								
dale1238	Dalecarlian	qer	61.291358	13.830399	Indo-European	Germanic								
dali1242	Dali				Sino-Tibetan	Bai								
dali1243	Dalit Murut				Austronesian	North Borneo								
dali1244	Dali (Lelak)				Austronesian	North Borneo								
dall1239	Dallol				Atlantic-Congo	Northern Atlantic								
dalm1243	Dalmatian	dlm	42.7095	18.0238	Indo-European	Romance								
dalo1238	Daloa Bété	bev	6.69281	-6.63944	Atlantic-Congo	Kru	Kru	False	False					
dalo1239	Daloka				Narrow Talodi	Talodi								
dama1262	Dama (Sierra Leone)				Unclassifiable	Dama (Sierra Leone)								
dama1267	Dama (Cameroon)	dmm	8.72207	14.0597	Atlantic-Congo	Adamawa								
dama1268	Damakawa	dam	11.0808	5.4914	Atlantic-Congo	Kainji								
dama1269	Damat				Nilotic	Nilotic								
dama1270	Damara				Khoe-Kwadi	Khoe-Kwadi								
dama1271	Damata				Austronesian	Central Malayo-Polynesian								
dama1272	Damal	uhn	-4.17345	137.496		Damal								
dama1277	Damagaram				Afro-Asiatic	West Chadic								
dama1278	Daman-Diu Portuguese	idb	20.396759	72.84146	Indo-European	Romance								
damb1244	Dambi (Kenya)				Atlantic-Congo	Bantoid								
damb1245	Damba				Kadugli-Krongo	Kadugli								
damb1246	Dambi	dac	-7.00587	146.474	Austronesian	Oceanic								
damb1250	Dambiya				Afro-Asiatic	East Chadic								
damb1251	Dambi-Ööld				Mongolic-Khitan	Mongolic								
dame1241	Dameli	dml	35.299	71.6806	Indo-European	Indic								
dami1238	Daminyu				Yele	Yele								
damm1238	Dam				Central Sudanic	Bongo-Bagirmi								
damo1238	Damongo				Atlantic-Congo	Gur								
damp1237	Dampelas	dms	0.70234	120.219	Austronesian	Celebic								
damu1236	Damu		29.483	95.5	Sino-Tibetan	Tani								
dana1252	Danau	dnu	20.4957	96.998	Austroasiatic	Palaung-Khmuic								
dana1254	Danaru	dnr	-5.53634	145.457	Nuclear Trans New Guinea	Madang								
danc1234	Dancun		22.2750324	112.7199202	Sino-Tibetan	Chinese								
dand1238	Dandami Maria	daq	18.7475	81.3598	Dravidian	South-Central Dravidian								
dand1239	Danda				Atlantic-Congo	Bantoid								
dang1258	Dangi				Indo-European	Indic								
dang1259	Dangri				Indo-European	Indic								
dang1260	Dangaura Tharu	thl	27.8834	81.7761	Indo-European	Indic								
dang1261	Dang				Indo-European	Indic								
dang1262	Dangedl	yrm			Pama-Nyungan	Northern Pama-Nyungan								
dang1263	Dangal				Austronesian	Oceanic								
